Station_ID,State,City,Charger_Type,Power_kW,Operator,Installation_Date,Avg_Daily_Sessions,Utilization_Percent,Estimated_Daily_Revenue_INR,Latitude,Longitude
EVCS_05289,Karnataka,Hubli,Fast,180,Govt Utility,27-04-2024,69,96.5,65154,25.135624,78.033443
EVCS_05290,Karnataka,Bengaluru,Fast,15,ChargeZone,04-11-2023,58,62.7,6576,27.549589,75.747747
EVCS_05291,Karnataka,Mysuru,Slow,30,Tata Power,15-03-2025,23,46.8,3837,11.893035,69.032036
EVCS_05292,Karnataka,Hubli,Slow,180,Tata Power,03-11-2022,30,65.7,28506,30.708576,74.786664
EVCS_05293,Karnataka,Mysuru,Slow,15,Statiq,09-12-2024,58,65.6,5711,13.302332,71.414126
EVCS_05294,Karnataka,Mysuru,Slow,30,Statiq,17-07-2022,55,46.2,10369,24.088572,94.401768
EVCS_05295,Karnataka,Bengaluru,Slow,120,ChargeZone,21-02-2024,32,52,20914,27.437008,81.100216
EVCS_05296,Karnataka,Mysuru,Fast,180,Ather Grid,19-04-2025,18,57.6,17717,8.20294,91.716603
EVCS_05297,Karnataka,Bengaluru,Slow,15,Ather Grid,17-06-2024,35,93.6,4087,32.51768,92.038105
EVCS_05298,Karnataka,Hubli,Slow,15,Govt Utility,19-01-2025,19,58.3,1929,30.57579,70.484164
EVCS_05299,Karnataka,Mysuru,Slow,60,Tata Power,11-07-2024,7,75.1,2658,22.135553,93.452286
EVCS_05300,Karnataka,Mysuru,Slow,120,Govt Utility,21-01-2024,17,38.4,15562,9.108243,73.487511
EVCS_05301,Karnataka,Mysuru,Slow,30,ChargeZone,04-01-2022,19,22.3,3291,26.691611,69.130127
EVCS_05302,Karnataka,Hubli,Slow,15,Ather Grid,10-01-2022,58,36.9,6315,17.322959,79.430063
EVCS_05303,Karnataka,Bengaluru,Slow,60,Tata Power,19-01-2025,9,58.5,3794,33.399051,90.883179
EVCS_05304,Karnataka,Mysuru,Slow,60,Tata Power,02-03-2022,5,27.8,1762,22.543459,85.54856
EVCS_05305,Karnataka,Bengaluru,Fast,30,Ather Grid,24-06-2022,92,88.6,17155,21.241054,84.00303
EVCS_05306,Karnataka,Mysuru,Slow,15,Govt Utility,26-10-2022,41,74.9,4818,26.116298,88.220455
EVCS_05307,Karnataka,Bengaluru,Slow,60,Tata Power,28-07-2022,53,91.2,18073,18.552703,88.089651
EVCS_05308,Karnataka,Hubli,Slow,30,ChargeZone,07-06-2025,6,75.2,874,17.013202,80.76349
EVCS_05309,Karnataka,Hubli,Slow,30,Jio-bp Pulse,24-03-2022,13,59.6,2833,13.05698,68.281179
EVCS_05310,Karnataka,Hubli,Slow,120,Statiq,29-05-2024,19,72.4,17414,30.281118,74.232534
EVCS_05311,Karnataka,Hubli,Fast,120,Tata Power,28-03-2022,109,42.3,64373,27.031592,75.649658
EVCS_05312,Karnataka,Bengaluru,Slow,350,Govt Utility,04-03-2025,45,60.3,123661,30.094032,85.013397
EVCS_05313,Karnataka,Mysuru,Slow,60,Statiq,05-01-2022,45,65.1,13886,15.497182,91.527154
EVCS_05314,Karnataka,Hubli,Slow,120,ChargeZone,29-04-2023,29,81,18754,33.86068,88.053979
EVCS_05315,Karnataka,Bengaluru,Slow,120,Govt Utility,11-11-2023,41,83.5,33859,18.667663,73.209999
EVCS_05316,Karnataka,Bengaluru,Fast,30,Statiq,12-01-2023,34,46.8,6768,31.558987,77.788728
EVCS_05317,Karnataka,Mysuru,Slow,120,Jio-bp Pulse,14-08-2024,58,93.7,43143,29.226384,87.073694
EVCS_05318,Karnataka,Hubli,Slow,30,Jio-bp Pulse,07-02-2023,59,38.2,9534,12.341948,78.309124
EVCS_05319,Karnataka,Hubli,Slow,30,Tata Power,14-06-2022,7,51.4,1302,27.555665,73.431116
EVCS_05320,Karnataka,Mysuru,Fast,30,Govt Utility,04-03-2025,68,85.6,15741,22.32462,95.050203
EVCS_05321,Karnataka,Bengaluru,Slow,60,Ather Grid,14-12-2023,18,25.2,5973,26.709923,83.58596
EVCS_05322,Karnataka,Bengaluru,Slow,350,Statiq,20-07-2024,20,49.7,46629,28.815724,92.103668
EVCS_05323,Karnataka,Mysuru,Slow,120,Govt Utility,26-05-2023,37,61.8,29648,14.294801,81.485781
EVCS_05324,Karnataka,Bengaluru,Slow,120,Govt Utility,15-07-2022,31,78.2,19085,34.968181,73.612469
EVCS_05325,Karnataka,Mysuru,Slow,15,Jio-bp Pulse,07-10-2023,11,26.1,1211,29.570837,79.809565
EVCS_05326,Karnataka,Hubli,Slow,30,Govt Utility,09-01-2023,16,31.6,3354,26.912848,95.061784
EVCS_05327,Karnataka,Bengaluru,Slow,30,ChargeZone,12-06-2025,51,30.1,9793,9.738387,68.099199
EVCS_05328,Karnataka,Mysuru,Slow,180,Govt Utility,10-05-2023,56,50.9,52216,14.960481,87.367715
EVCS_05329,Karnataka,Bengaluru,Slow,350,Statiq,13-11-2022,33,52.8,67961,21.392056,74.073245
EVCS_05330,Karnataka,Mysuru,Slow,15,Jio-bp Pulse,10-01-2025,21,42,2184,13.546142,78.222686
EVCS_05331,Karnataka,Hubli,Fast,60,Tata Power,28-07-2024,103,91.3,40413,17.72449,80.548661
EVCS_05332,Karnataka,Mysuru,Slow,180,Statiq,04-04-2025,56,25.1,63798,12.770671,94.020814
EVCS_05333,Karnataka,Bengaluru,Slow,15,Ather Grid,17-08-2023,22,44.6,2435,17.211366,93.421443
EVCS_05334,Karnataka,Mysuru,Slow,60,Govt Utility,01-03-2023,8,63.9,3081,14.358016,73.31938
EVCS_05335,Karnataka,Bengaluru,Slow,30,Ather Grid,06-05-2024,31,30.2,6542,32.810302,93.539382
EVCS_05336,Karnataka,Mysuru,Fast,15,Tata Power,12-08-2023,91,34.5,7489,24.378912,77.21146
EVCS_05337,Karnataka,Mysuru,Slow,15,Jio-bp Pulse,13-01-2022,23,90.6,1678,24.024275,85.453528
EVCS_05338,Karnataka,Hubli,Fast,30,Jio-bp Pulse,08-01-2022,108,36.9,18053,31.449804,78.754427
EVCS_05339,Karnataka,Mysuru,Slow,60,Jio-bp Pulse,11-10-2022,38,29.4,15256,17.41938,70.390004
EVCS_05340,Karnataka,Hubli,Slow,15,Tata Power,18-08-2022,56,50.3,4246,20.169198,95.598439
EVCS_05341,Karnataka,Hubli,Fast,350,Govt Utility,25-04-2022,39,28.5,96992,18.928262,76.741664
EVCS_05342,Karnataka,Hubli,Fast,120,Govt Utility,23-03-2024,42,62.2,39516,19.844059,90.881955
EVCS_05343,Karnataka,Hubli,Slow,30,Govt Utility,18-03-2025,39,62.6,8820,14.792934,68.798405
EVCS_05344,Karnataka,Bengaluru,Slow,60,Statiq,19-09-2022,8,90.2,2954,30.179068,91.327388
EVCS_05345,Karnataka,Bengaluru,Slow,30,Ather Grid,02-02-2024,46,56.5,10292,34.460223,77.647377
EVCS_05346,Karnataka,Bengaluru,Slow,120,Tata Power,15-03-2025,34,58.7,30251,9.504372,95.916639
EVCS_05347,Karnataka,Bengaluru,Slow,120,Statiq,30-04-2024,55,88.1,31974,16.975851,72.488661
EVCS_05348,Karnataka,Hubli,Fast,120,Ather Grid,17-06-2023,76,77.4,63794,17.931947,71.789174
EVCS_05349,Karnataka,Hubli,Slow,60,Ather Grid,05-07-2024,14,27.1,6377,23.36119,91.867483
EVCS_05350,Karnataka,Hubli,Slow,15,Statiq,03-10-2022,6,53.8,437,33.973095,87.998228
EVCS_05351,Karnataka,Mysuru,Slow,15,Statiq,19-12-2024,23,79.1,1750,26.690181,82.289256
EVCS_05352,Karnataka,Bengaluru,Fast,15,Jio-bp Pulse,16-02-2023,40,21.1,4501,19.833467,84.032078
EVCS_05353,Karnataka,Mysuru,Slow,60,Govt Utility,19-07-2022,21,26.9,6767,22.11638,72.518888
EVCS_05354,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,12-11-2022,7,48.7,3080,8.442002,95.002789
EVCS_05355,Karnataka,Hubli,Fast,30,Govt Utility,30-12-2024,112,34.8,25953,28.688674,87.89942
EVCS_05356,Karnataka,Bengaluru,Slow,60,ChargeZone,04-05-2024,49,51.9,18930,14.676211,81.631642
EVCS_05357,Karnataka,Bengaluru,Slow,60,Govt Utility,07-04-2022,11,59.8,5162,31.845812,92.154038
EVCS_05358,Karnataka,Hubli,Slow,15,Tata Power,09-11-2022,47,22.4,3998,10.829133,72.125063
EVCS_05359,Karnataka,Mysuru,Fast,15,ChargeZone,13-07-2022,70,38.9,8090,14.881682,78.972293
EVCS_05360,Karnataka,Hubli,Slow,180,Tata Power,28-08-2023,13,34.9,11713,20.138899,72.698576
EVCS_05361,Karnataka,Hubli,Slow,30,Tata Power,25-12-2022,49,81.2,9066,34.433223,92.009347
EVCS_05362,Karnataka,Bengaluru,Slow,180,Statiq,18-09-2024,31,64.5,42331,28.567382,71.320303
EVCS_05363,Karnataka,Bengaluru,Fast,30,ChargeZone,09-03-2024,63,21.3,9133,14.391156,84.491708
EVCS_05364,Karnataka,Hubli,Slow,15,Ather Grid,27-03-2023,43,66.4,4396,34.007171,82.990493
EVCS_05365,Karnataka,Hubli,Slow,60,ChargeZone,29-04-2024,17,87.6,7055,33.718858,92.436318
EVCS_05366,Karnataka,Mysuru,Slow,30,Tata Power,06-03-2023,30,44.7,6434,19.203694,83.194564
EVCS_05367,Karnataka,Hubli,Fast,120,Statiq,30-04-2025,76,78,61262,24.147872,71.544997
EVCS_05368,Karnataka,Hubli,Slow,30,Jio-bp Pulse,13-11-2024,24,68.1,3971,19.402163,81.797412
EVCS_05369,Karnataka,Mysuru,Slow,30,Tata Power,06-06-2022,15,76.3,2439,14.1494,71.091012
EVCS_05370,Karnataka,Mysuru,Slow,30,Tata Power,14-04-2024,22,97.6,5166,16.165645,86.705616
EVCS_05371,Karnataka,Hubli,Slow,15,Govt Utility,26-07-2023,9,73.7,1064,28.945359,96.221706
EVCS_05372,Karnataka,Bengaluru,Slow,30,Govt Utility,13-07-2023,19,44.5,3599,32.062075,76.275238
EVCS_05373,Karnataka,Hubli,Slow,30,ChargeZone,19-06-2022,51,41.1,9575,18.67601,93.522315
EVCS_05374,Karnataka,Bengaluru,Fast,30,Jio-bp Pulse,05-05-2022,116,44.2,18305,27.060995,82.098323
EVCS_05375,Karnataka,Mysuru,Fast,180,Statiq,22-04-2024,43,49.8,50946,24.452261,94.293565
EVCS_05376,Karnataka,Hubli,Slow,30,Ather Grid,01-10-2024,6,91.3,1116,12.360542,75.895531
EVCS_05377,Karnataka,Hubli,Fast,60,Ather Grid,17-03-2024,40,35.9,13011,19.167116,86.836438
EVCS_05378,Karnataka,Mysuru,Slow,15,Statiq,18-12-2023,58,85,4298,26.368483,73.095502
EVCS_05379,Karnataka,Hubli,Fast,30,Govt Utility,27-05-2023,48,36.1,8718,23.998159,80.566749
EVCS_05380,Karnataka,Bengaluru,Slow,60,ChargeZone,29-11-2023,46,95.9,17075,29.621084,96.959324
EVCS_05381,Karnataka,Mysuru,Slow,180,ChargeZone,05-02-2023,41,42.6,58961,32.841957,96.025791
EVCS_05382,Karnataka,Mysuru,Slow,60,ChargeZone,15-02-2023,15,67.4,6665,27.156593,85.839986
EVCS_05383,Karnataka,Mysuru,Slow,15,Ather Grid,03-05-2022,34,52.9,2661,9.140619,77.6099
EVCS_05384,Karnataka,Hubli,Slow,30,Govt Utility,08-10-2023,25,72.5,4887,31.510576,81.163911
EVCS_05385,Karnataka,Hubli,Fast,15,Govt Utility,17-08-2024,90,22,10306,21.015052,86.887849
EVCS_05386,Karnataka,Bengaluru,Fast,350,Statiq,21-02-2025,6,78.9,12307,34.965379,85.270259
EVCS_05387,Karnataka,Hubli,Fast,60,Govt Utility,29-11-2023,112,34.7,47002,13.262081,72.359814
EVCS_05388,Karnataka,Hubli,Fast,15,Tata Power,29-05-2023,56,42.9,5988,27.501607,94.368703
EVCS_05389,Karnataka,Bengaluru,Fast,120,Tata Power,12-12-2024,55,39.4,49132,8.464525,78.305826
EVCS_05390,Karnataka,Mysuru,Slow,120,Ather Grid,03-04-2025,39,21,22981,13.562588,86.969462
EVCS_05391,Karnataka,Bengaluru,Slow,15,Statiq,04-10-2023,31,46.6,2422,15.039122,94.87851
EVCS_05392,Karnataka,Mysuru,Slow,60,Statiq,30-04-2024,24,23.1,8876,8.801451,85.272785
EVCS_05393,Karnataka,Hubli,Slow,180,Jio-bp Pulse,14-02-2024,17,37.9,22236,19.654457,80.202309
EVCS_05394,Karnataka,Bengaluru,Slow,180,Ather Grid,04-03-2022,29,25.6,34649,24.769253,77.624407
EVCS_05395,Karnataka,Bengaluru,Slow,15,Jio-bp Pulse,15-12-2022,57,52.1,6551,31.853655,79.817981
EVCS_05396,Karnataka,Mysuru,Fast,15,Statiq,29-01-2025,38,31.4,4031,34.916542,91.853586
EVCS_05397,Karnataka,Mysuru,Slow,120,ChargeZone,24-04-2024,33,70.3,23849,20.583284,70.172377
EVCS_05398,Karnataka,Hubli,Slow,120,Ather Grid,15-04-2024,47,85.3,43476,26.704456,82.972527
EVCS_05399,Karnataka,Hubli,Fast,15,ChargeZone,12-03-2024,16,78.4,1482,15.863416,86.668008
EVCS_05400,Karnataka,Mysuru,Slow,350,Ather Grid,26-03-2023,27,80.1,51302,22.195978,71.434242
EVCS_05401,Karnataka,Bengaluru,Slow,30,Govt Utility,26-11-2024,34,62.4,5420,18.442713,88.736658
EVCS_05402,Karnataka,Bengaluru,Fast,30,Statiq,24-10-2024,11,69.9,2454,31.124308,96.525495
EVCS_05403,Karnataka,Hubli,Slow,60,ChargeZone,06-01-2025,46,49.2,14262,24.744575,93.862179
EVCS_05404,Karnataka,Hubli,Fast,15,Jio-bp Pulse,01-11-2024,110,89.5,10947,14.913489,90.951972
EVCS_05405,Karnataka,Bengaluru,Slow,30,ChargeZone,13-12-2024,28,24.8,5731,11.368269,96.926301
EVCS_05406,Karnataka,Bengaluru,Fast,350,Jio-bp Pulse,30-07-2023,103,66.7,226737,11.840373,94.957093
EVCS_05407,Karnataka,Bengaluru,Slow,15,Govt Utility,25-09-2024,58,23.8,5721,24.742586,95.118607
EVCS_05408,Karnataka,Hubli,Fast,30,Statiq,08-06-2023,109,96.7,24425,18.494969,95.274601
EVCS_05409,Karnataka,Hubli,Slow,30,Statiq,16-05-2025,28,64.9,5933,29.41211,76.901458
EVCS_05410,Karnataka,Bengaluru,Fast,60,ChargeZone,01-10-2024,64,29.7,20472,18.984853,86.761573
EVCS_05411,Karnataka,Hubli,Slow,120,Statiq,07-07-2022,29,40.4,26160,9.378986,73.269195
EVCS_05412,Karnataka,Mysuru,Fast,180,Tata Power,01-07-2023,32,36,44741,32.287227,93.067594
EVCS_05413,Karnataka,Bengaluru,Slow,15,Govt Utility,14-08-2024,24,81.7,2386,19.63719,94.677322
EVCS_05414,Karnataka,Bengaluru,Slow,15,Jio-bp Pulse,08-11-2024,43,31.4,3500,26.427027,75.218374
EVCS_05415,Karnataka,Hubli,Slow,60,Statiq,16-06-2022,21,52.7,7302,15.568895,89.188742
EVCS_05416,Karnataka,Mysuru,Slow,60,Tata Power,29-11-2024,57,72.7,21826,24.004673,86.748151
EVCS_05417,Karnataka,Hubli,Slow,120,ChargeZone,12-01-2023,45,51.6,35148,27.666936,79.489168
EVCS_05418,Karnataka,Bengaluru,Fast,30,Tata Power,22-03-2022,60,25.9,12823,22.052215,92.186746
EVCS_05419,Karnataka,Bengaluru,Slow,120,ChargeZone,26-06-2024,8,77.1,6099,31.292393,71.676527
EVCS_05420,Karnataka,Bengaluru,Slow,120,Govt Utility,11-05-2025,48,83.7,35396,23.280547,85.640916
EVCS_05421,Karnataka,Bengaluru,Fast,120,Tata Power,11-09-2024,18,70.1,12337,28.446712,94.96225
EVCS_05422,Karnataka,Hubli,Slow,120,Jio-bp Pulse,16-04-2022,19,87.6,17469,23.534521,74.03164
EVCS_05423,Karnataka,Bengaluru,Slow,15,Govt Utility,21-11-2022,3,81.8,249,24.507867,87.311664
EVCS_05424,Karnataka,Bengaluru,Slow,15,Ather Grid,30-06-2024,20,92.4,1738,20.506509,85.351045
EVCS_05425,Karnataka,Mysuru,Fast,60,ChargeZone,21-02-2024,116,49.1,38270,31.629486,83.591408
EVCS_05426,Karnataka,Hubli,Fast,180,Govt Utility,13-07-2022,110,83.6,114457,9.305264,88.744202
EVCS_05427,Karnataka,Mysuru,Fast,120,Ather Grid,06-05-2022,79,83.9,66811,27.767877,81.883162
EVCS_05428,Karnataka,Hubli,Slow,180,Jio-bp Pulse,02-03-2024,36,83.8,43670,19.00222,93.503367
EVCS_05429,Karnataka,Mysuru,Slow,120,Statiq,14-11-2022,59,93,36428,20.571719,94.485921
EVCS_05430,Karnataka,Hubli,Fast,180,ChargeZone,08-09-2022,11,37,15215,25.859678,77.396326
EVCS_05431,Karnataka,Mysuru,Fast,60,Jio-bp Pulse,21-07-2023,40,64.5,15195,34.74496,94.345504
EVCS_05432,Karnataka,Bengaluru,Fast,15,Ather Grid,17-08-2024,97,72.4,7825,22.047711,74.990551
EVCS_05433,Karnataka,Bengaluru,Fast,350,Ather Grid,03-11-2023,97,78.6,229161,10.63176,90.54605
EVCS_05434,Karnataka,Hubli,Fast,30,Govt Utility,01-10-2024,75,39.3,14902,19.780658,86.622998
EVCS_05435,Karnataka,Hubli,Slow,60,ChargeZone,15-02-2025,55,63.8,19008,27.482517,94.875151
EVCS_05436,Karnataka,Hubli,Slow,30,Statiq,17-08-2024,32,28.6,5218,15.188588,71.078764
EVCS_05437,Karnataka,Mysuru,Slow,60,Tata Power,06-10-2022,51,68.2,15250,24.419647,84.421613
EVCS_05438,Karnataka,Bengaluru,Slow,15,Statiq,13-04-2024,56,34,4879,25.235372,78.402598
EVCS_05439,Karnataka,Hubli,Slow,30,ChargeZone,06-01-2024,35,94.5,5643,24.668448,90.561444
EVCS_05440,Karnataka,Bengaluru,Slow,30,ChargeZone,26-05-2024,14,48.9,2688,25.808004,75.315952
EVCS_05441,Karnataka,Bengaluru,Slow,15,Tata Power,14-02-2023,23,42.8,2414,23.837211,95.165078
EVCS_05442,Karnataka,Mysuru,Slow,15,Govt Utility,15-06-2025,20,21.3,1522,17.826823,93.39964
EVCS_05443,Karnataka,Hubli,Slow,15,Govt Utility,13-08-2023,9,37.3,800,32.825879,90.522183
EVCS_05444,Karnataka,Bengaluru,Slow,120,Jio-bp Pulse,20-01-2023,49,27.6,42546,21.939513,73.803529
EVCS_05445,Karnataka,Mysuru,Slow,60,Tata Power,23-05-2022,33,96.8,11382,30.646251,76.181358
EVCS_05446,Karnataka,Bengaluru,Slow,30,Ather Grid,01-04-2025,32,53.7,6958,19.900496,91.02208
EVCS_05447,Karnataka,Bengaluru,Fast,120,Jio-bp Pulse,16-08-2024,49,58.8,45028,27.016716,71.089585
EVCS_05448,Karnataka,Bengaluru,Fast,15,Govt Utility,12-05-2022,90,48,8239,14.939176,79.124257
EVCS_05449,Karnataka,Bengaluru,Slow,120,Statiq,28-03-2022,28,65.6,19678,29.601614,96.187547
EVCS_05450,Karnataka,Bengaluru,Fast,60,Ather Grid,14-07-2023,50,29.1,18854,9.738697,92.283164
EVCS_05451,Karnataka,Hubli,Slow,120,Govt Utility,06-07-2023,16,53.2,12541,11.312866,96.012911
EVCS_05452,Karnataka,Bengaluru,Fast,30,Govt Utility,29-12-2023,80,28.1,18447,11.351977,82.201463
EVCS_05453,Karnataka,Bengaluru,Fast,120,Govt Utility,27-05-2024,10,51.9,7192,24.011947,79.115855
EVCS_05454,Karnataka,Bengaluru,Slow,15,Statiq,17-10-2022,25,55,2835,21.787894,68.039203
EVCS_05455,Karnataka,Bengaluru,Fast,30,Ather Grid,16-07-2022,86,24.4,13946,15.784842,78.197213
EVCS_05456,Karnataka,Mysuru,Slow,30,Govt Utility,27-01-2025,34,31.3,5926,15.574955,95.891328
EVCS_05457,Karnataka,Bengaluru,Slow,350,Statiq,01-05-2023,43,61.6,86548,14.844099,76.261676
EVCS_05458,Karnataka,Hubli,Slow,30,Ather Grid,22-08-2022,53,33,10920,32.467124,68.440186
EVCS_05459,Karnataka,Mysuru,Slow,15,Ather Grid,14-01-2024,25,40.1,2883,20.66879,74.214042
EVCS_05460,Karnataka,Bengaluru,Slow,30,Tata Power,19-12-2022,41,34.4,8456,20.769504,78.373014
EVCS_05461,Karnataka,Hubli,Fast,120,Statiq,09-07-2022,86,69.9,77036,22.694239,90.445092
EVCS_05462,Karnataka,Hubli,Slow,15,Ather Grid,19-02-2024,57,49.5,5626,32.058032,94.107893
EVCS_05463,Karnataka,Hubli,Fast,30,Jio-bp Pulse,06-03-2024,31,74.3,6826,20.236301,94.34793
EVCS_05464,Karnataka,Mysuru,Fast,180,Statiq,14-05-2023,82,55,78764,24.155339,96.294394
EVCS_05465,Karnataka,Hubli,Slow,30,Govt Utility,04-10-2023,35,36.3,5705,30.338786,92.976864
EVCS_05466,Karnataka,Hubli,Fast,15,Ather Grid,25-10-2022,86,89.8,9676,11.608144,96.497036
EVCS_05467,Karnataka,Mysuru,Fast,15,Jio-bp Pulse,06-08-2024,36,52.4,3842,15.302913,83.570334
EVCS_05468,Karnataka,Mysuru,Slow,15,ChargeZone,08-12-2023,29,94.6,2416,15.226332,91.211924
EVCS_05469,Karnataka,Mysuru,Slow,120,Ather Grid,07-08-2022,25,76.6,16715,10.584135,94.770733
EVCS_05470,Karnataka,Bengaluru,Fast,60,Statiq,02-06-2023,85,69.8,28521,15.682384,71.183588
EVCS_05471,Karnataka,Hubli,Fast,120,Govt Utility,27-07-2024,108,90.1,98924,11.609337,88.482406
EVCS_05472,Karnataka,Bengaluru,Fast,30,ChargeZone,14-03-2023,10,35.7,1637,27.262275,94.455088
EVCS_05473,Karnataka,Hubli,Slow,30,Govt Utility,27-04-2024,52,89.4,10710,14.797367,95.191127
EVCS_05474,Karnataka,Bengaluru,Slow,30,ChargeZone,14-07-2024,50,59.8,8669,20.93946,85.899793
EVCS_05475,Karnataka,Bengaluru,Slow,120,Tata Power,06-07-2024,57,29.4,51408,33.698441,72.750417
EVCS_05476,Karnataka,Hubli,Slow,15,Govt Utility,02-07-2024,25,25,2634,19.764454,69.49432
EVCS_05477,Karnataka,Hubli,Slow,15,ChargeZone,09-02-2024,26,63.8,1959,17.11952,73.805786
EVCS_05478,Karnataka,Mysuru,Fast,30,Govt Utility,18-11-2022,77,27.9,15789,27.297138,71.82051
EVCS_05479,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,07-02-2024,25,36,7653,14.40506,80.265333
EVCS_05480,Karnataka,Bengaluru,Slow,120,Ather Grid,27-06-2024,52,26.3,42364,33.001828,77.593588
EVCS_05481,Karnataka,Hubli,Slow,30,Tata Power,08-10-2022,51,35,8153,24.421759,93.108653
EVCS_05482,Karnataka,Bengaluru,Slow,15,Ather Grid,23-02-2024,39,82.3,3187,20.850134,82.280554
EVCS_05483,Karnataka,Hubli,Fast,60,Statiq,05-12-2023,62,58.9,26504,22.18462,85.82023
EVCS_05484,Karnataka,Bengaluru,Slow,120,Tata Power,08-04-2025,48,45.7,35182,12.069236,80.822317
EVCS_05485,Karnataka,Mysuru,Fast,30,Ather Grid,08-06-2024,40,63.2,7541,24.867256,70.833151
EVCS_05486,Karnataka,Mysuru,Slow,120,Tata Power,05-03-2022,48,83.9,27712,17.179313,87.50186
EVCS_05487,Karnataka,Mysuru,Slow,60,ChargeZone,02-08-2022,10,58,3249,29.704984,88.135221
EVCS_05488,Karnataka,Mysuru,Fast,15,Ather Grid,17-02-2023,31,46.1,3123,20.941528,70.219955
EVCS_05489,Karnataka,Mysuru,Slow,30,Govt Utility,25-04-2023,51,40.3,10824,21.934095,83.690913
EVCS_05490,Karnataka,Mysuru,Fast,60,ChargeZone,28-08-2022,61,60.3,18418,20.118631,79.985149
EVCS_05491,Karnataka,Bengaluru,Slow,350,Tata Power,29-09-2022,43,30.6,84132,33.926179,87.741358
EVCS_05492,Karnataka,Hubli,Slow,180,Statiq,28-06-2022,9,25.3,10902,32.30586,79.744857
EVCS_05493,Karnataka,Mysuru,Slow,180,Tata Power,01-06-2024,36,49.6,45444,22.567829,88.414178
EVCS_05494,Karnataka,Mysuru,Fast,60,Statiq,13-10-2023,48,41.5,18363,19.86744,96.976015
EVCS_05495,Karnataka,Bengaluru,Slow,15,Tata Power,04-06-2025,52,21.3,4083,15.36708,72.123411
EVCS_05496,Karnataka,Mysuru,Fast,30,Ather Grid,13-12-2024,11,21.9,2539,26.663402,87.756347
EVCS_05497,Karnataka,Bengaluru,Slow,60,Tata Power,19-10-2023,45,45.9,16374,8.62814,70.0185
EVCS_05498,Karnataka,Hubli,Fast,60,ChargeZone,28-06-2022,47,77.9,22085,14.64895,88.651174
EVCS_05499,Karnataka,Bengaluru,Slow,60,Statiq,09-09-2022,56,55.8,17490,31.533977,94.026285
EVCS_05500,Karnataka,Hubli,Slow,180,Govt Utility,16-07-2022,4,29.7,4916,13.918033,76.382069
EVCS_05501,Karnataka,Mysuru,Slow,60,Govt Utility,12-10-2023,55,68.3,25793,21.923179,79.402295
EVCS_05502,Karnataka,Mysuru,Slow,15,Ather Grid,31-10-2023,41,79.1,4245,23.793479,96.989248
EVCS_05503,Karnataka,Hubli,Fast,15,ChargeZone,24-11-2023,27,91,2115,10.501072,77.405304
EVCS_05504,Karnataka,Hubli,Slow,15,Jio-bp Pulse,10-07-2023,52,75.4,4103,22.342199,79.041912
EVCS_05505,Karnataka,Mysuru,Slow,30,Statiq,27-12-2023,27,82.7,4749,12.372471,95.359643
EVCS_05506,Karnataka,Bengaluru,Fast,30,Govt Utility,10-01-2025,50,79.3,8654,9.491613,89.236825
EVCS_05507,Karnataka,Bengaluru,Slow,120,Statiq,08-12-2023,15,71.7,8868,15.930545,96.366102
EVCS_05508,Karnataka,Mysuru,Slow,30,Govt Utility,07-05-2022,27,62.4,4682,30.230836,89.408853
EVCS_05509,Karnataka,Bengaluru,Fast,60,Govt Utility,10-08-2024,28,49.2,11014,15.689873,89.417668
EVCS_05510,Karnataka,Mysuru,Slow,120,Statiq,21-01-2023,27,43.5,21944,11.110678,83.200197
EVCS_05511,Karnataka,Bengaluru,Slow,30,Govt Utility,24-06-2025,15,66.9,2964,20.803641,90.057605
EVCS_05512,Karnataka,Hubli,Slow,15,ChargeZone,26-04-2023,54,89.6,4225,25.272421,83.674344
EVCS_05513,Karnataka,Mysuru,Slow,15,Tata Power,14-01-2023,13,83.5,960,24.914123,79.443465
EVCS_05514,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,23-03-2022,39,55.2,7766,19.547463,88.785194
EVCS_05515,Karnataka,Mysuru,Fast,30,Statiq,07-07-2024,26,55.7,5686,14.288943,70.211279
EVCS_05516,Karnataka,Bengaluru,Slow,30,Govt Utility,05-02-2025,49,72.1,8475,33.370929,94.383602
EVCS_05517,Karnataka,Hubli,Slow,120,Govt Utility,31-03-2024,31,67,23809,25.586594,92.721926
EVCS_05518,Karnataka,Bengaluru,Slow,120,Statiq,03-05-2024,11,28.2,8811,19.386164,94.21522
EVCS_05519,Karnataka,Bengaluru,Fast,15,Ather Grid,24-08-2022,52,55.5,5842,28.91881,75.73778
EVCS_05520,Karnataka,Bengaluru,Slow,60,ChargeZone,19-08-2024,26,73,8069,26.3129,77.30545
EVCS_05521,Karnataka,Hubli,Slow,15,Ather Grid,20-11-2023,56,94.5,4446,34.570287,68.315139
EVCS_05522,Karnataka,Mysuru,Slow,120,Govt Utility,08-09-2023,49,50.8,41146,14.768301,79.094519
EVCS_05523,Karnataka,Bengaluru,Fast,15,Govt Utility,01-05-2022,88,29,7393,25.029907,93.218694
EVCS_05524,Karnataka,Bengaluru,Slow,180,Ather Grid,07-08-2023,46,95.1,58432,34.786692,88.564114
