User_ID,Age,Gender,Daily_Screen_Time(hrs),Sleep_Quality,Stress_Level,Days_Without_Social_Media,Exercise_Frequency_week,Social_Media_Platform,Happiness_Index
U22134,47,Male,7.5,4,6,2,3,Instagram,8
U22135,16,Female,6.4,8,4,0,2,X (Twitter),8
U22136,48,Male,5.7,5,6,6,3,Facebook,9
U22137,27,Other,3.5,8,8,4,3,X (Twitter),9
U22138,21,Male,2.5,8,4,7,2,TikTok,10
U22139,26,Female,8.9,4,6,1,0,Facebook,5
U22140,49,Other,4.2,4,6,2,5,LinkedIn,10
U22141,22,Male,4.9,6,5,4,3,X (Twitter),10
U22142,47,Male,4.1,7,6,3,0,YouTube,8
U22143,30,Male,5.0,6,5,0,5,X (Twitter),8
U22144,47,Male,6.6,6,9,5,1,LinkedIn,6
U22145,33,Male,5.0,7,8,5,5,Instagram,7
U22146,24,Male,1.5,9,3,2,3,TikTok,10
U22147,51,Female,5.6,6,8,3,1,LinkedIn,9
U22148,46,Female,5.7,8,5,0,3,Facebook,8
U22149,16,Other,7.8,5,7,5,3,TikTok,6
U22150,22,Female,5.0,6,8,2,1,TikTok,6
U22151,47,Female,6.1,9,6,4,3,X (Twitter),9
U22152,30,Female,4.5,8,5,0,3,LinkedIn,8
U22153,41,Female,6.9,6,10,4,5,TikTok,8
U22154,34,Male,4.0,3,5,3,3,LinkedIn,10
U22155,46,Female,4.4,7,5,2,4,YouTube,9
U22156,30,Male,6.7,6,9,1,5,X (Twitter),9
U22157,29,Female,4.0,7,5,0,2,YouTube,10
U22158,46,Female,7.2,5,8,3,4,LinkedIn,9
U22159,47,Female,4.8,4,8,7,0,X (Twitter),7
U22160,28,Female,5.1,5,7,8,3,TikTok,8
U22161,30,Male,4.7,8,5,1,3,X (Twitter),7
U22162,16,Male,3.9,8,6,4,3,Instagram,7
U22163,42,Other,4.5,7,7,3,2,LinkedIn,8
U22164,43,Male,4.9,5,3,2,5,YouTube,10
U22165,17,Male,2.0,8,3,1,0,LinkedIn,9
U22166,32,Male,9.0,7,9,5,1,X (Twitter),7
U22167,17,Female,8.3,4,6,3,1,X (Twitter),8
U22168,17,Female,6.4,6,7,6,1,Facebook,10
U22169,22,Male,4.8,8,4,3,1,X (Twitter),10
U22170,16,Male,9.5,4,10,1,1,YouTube,6
U22171,39,Female,7.0,5,7,3,3,Instagram,9
U22172,30,Female,3.9,9,8,1,0,LinkedIn,8
U22173,26,Other,8.0,4,10,4,5,TikTok,6
U22174,29,Female,9.6,3,9,4,3,TikTok,4
U22175,36,Female,5.5,7,5,3,0,Instagram,10
U22176,39,Male,2.8,8,6,0,5,TikTok,10
U22177,23,Male,9.4,6,6,1,3,TikTok,8
U22178,37,Female,5.0,9,7,4,1,YouTube,10
U22179,43,Female,6.6,7,7,7,2,Facebook,9
U22180,20,Female,5.0,6,7,4,1,X (Twitter),7
U22181,39,Female,0.8,9,4,6,5,LinkedIn,9
U22182,50,Male,4.6,4,3,5,2,LinkedIn,10
U22183,31,Female,6.3,7,7,1,4,Instagram,6
U22184,37,Female,4.3,6,6,4,0,X (Twitter),9
U22185,45,Female,6.0,6,9,8,2,X (Twitter),8
U22186,30,Female,10.9,4,9,2,1,LinkedIn,7
U22187,34,Female,5.2,6,6,4,2,Facebook,10
U22188,43,Male,6.3,5,8,3,1,TikTok,7
U22189,39,Male,1.1,10,4,1,4,TikTok,10
U22190,44,Other,3.7,7,5,0,1,YouTube,10
U22191,36,Female,2.6,7,3,5,1,Facebook,9
U22192,19,Female,6.3,5,8,2,3,X (Twitter),8
U22193,21,Male,3.7,8,2,2,1,LinkedIn,8
U22194,27,Male,4.7,10,3,4,4,Instagram,10
U22195,45,Male,7.4,5,7,2,1,LinkedIn,9
U22196,34,Female,6.4,6,8,3,4,YouTube,7
U22197,30,Male,5.4,4,7,4,2,X (Twitter),8
U22198,48,Female,2.8,10,6,1,4,YouTube,9
U22199,34,Female,7.0,4,7,7,4,Facebook,9
U22200,20,Male,6.6,4,7,5,3,TikTok,10
U22201,36,Male,7.3,7,8,4,1,LinkedIn,8
U22202,48,Female,7.3,6,6,2,7,Instagram,10
U22203,48,Female,2.8,8,5,2,0,Instagram,10
U22204,45,Male,3.9,8,5,6,2,Instagram,9
U22205,34,Female,4.1,3,5,2,4,X (Twitter),9
U22206,38,Female,7.1,7,5,2,0,YouTube,10
U22207,47,Female,3.9,8,7,3,4,TikTok,8
U22208,37,Male,5.7,10,9,3,3,LinkedIn,6
U22209,43,Male,4.0,9,6,0,2,TikTok,9
U22210,41,Male,4.0,8,3,3,1,TikTok,10
U22211,16,Female,6.1,9,5,6,3,Facebook,10
U22212,39,Female,3.6,8,5,5,2,X (Twitter),9
U22213,21,Female,3.0,9,6,3,3,X (Twitter),10
U22214,18,Female,8.0,3,6,4,3,X (Twitter),6
U22215,19,Female,6.4,6,5,6,3,Facebook,9
U22216,29,Female,7.5,5,8,0,1,LinkedIn,9
U22217,21,Male,6.2,4,6,1,3,Instagram,7
U22218,38,Other,5.5,6,5,2,3,Instagram,8
U22219,37,Female,7.6,1,8,5,3,LinkedIn,8
U22220,33,Male,4.8,5,5,4,4,LinkedIn,9
U22221,38,Male,3.4,7,4,2,1,LinkedIn,10
U22222,35,Male,6.6,3,8,0,2,YouTube,6
U22223,39,Male,5.3,5,6,6,0,YouTube,10
U22224,33,Male,5.6,7,7,6,2,Instagram,10
U22225,21,Female,6.5,6,6,3,1,LinkedIn,9
U22226,19,Female,4.4,5,7,1,0,LinkedIn,8
U22227,48,Male,4.6,6,9,1,0,Instagram,9
U22228,29,Female,6.2,7,6,4,1,LinkedIn,9
U22229,43,Female,2.5,7,4,0,3,LinkedIn,10
U22230,41,Female,5.2,8,7,4,4,TikTok,8
U22231,48,Male,5.7,8,7,5,1,Facebook,8
U22232,39,Male,6.4,5,4,1,0,LinkedIn,9
U22233,18,Other,6.2,7,5,3,0,Instagram,7
U22234,28,Female,4.8,5,8,0,2,TikTok,5
U22235,21,Male,6.3,8,5,4,1,TikTok,8
U22236,31,Male,8.0,4,6,1,1,X (Twitter),7
U22237,40,Male,3.8,6,5,4,0,Facebook,9
U22238,28,Male,5.3,6,8,1,3,Facebook,9
U22239,26,Male,5.3,5,8,2,1,TikTok,7
U22240,33,Male,6.6,8,10,4,3,YouTube,7
U22241,30,Female,2.6,7,5,0,4,X (Twitter),9
U22242,33,Male,7.6,6,9,5,3,YouTube,10
U22243,20,Male,6.6,6,6,6,0,TikTok,8
U22244,37,Female,6.4,7,8,1,3,Facebook,7
U22245,34,Female,5.4,6,6,6,4,TikTok,7
U22246,33,Female,3.0,6,6,0,1,LinkedIn,8
U22247,34,Female,2.9,5,4,6,7,TikTok,6
U22248,50,Female,5.9,7,8,7,0,LinkedIn,9
U22249,43,Male,8.8,4,6,2,2,Facebook,7
U22250,25,Female,3.1,5,7,5,3,TikTok,7
U22251,17,Male,8.4,6,7,2,1,YouTube,8
U22252,44,Female,4.8,9,5,2,4,Facebook,8
U22253,44,Male,7.1,5,10,4,4,TikTok,6
U22254,46,Male,7.0,6,7,6,2,LinkedIn,8
U22255,47,Male,7.0,5,8,4,2,YouTube,8
U22256,43,Female,4.9,8,4,1,1,TikTok,10
U22257,17,Male,2.9,6,6,2,5,TikTok,9
U22258,26,Female,4.2,10,8,7,2,LinkedIn,10
U22259,27,Male,5.8,6,8,4,5,TikTok,7
U22260,30,Female,3.5,7,6,3,5,TikTok,9
U22261,40,Male,2.3,7,6,0,4,X (Twitter),9
U22262,30,Female,7.3,5,7,0,1,TikTok,7
U22263,47,Male,4.8,6,4,3,4,Instagram,8
U22264,35,Male,7.5,5,6,5,1,Instagram,7
U22265,48,Male,7.4,5,9,4,6,Instagram,6
U22266,43,Female,2.9,6,7,4,3,Facebook,9
U22267,22,Male,3.9,8,5,6,3,LinkedIn,10
U22268,42,Female,5.1,8,9,1,3,YouTube,6
U22269,47,Male,5.6,6,4,3,3,TikTok,10
U22270,46,Female,5.7,4,6,0,2,TikTok,6
U22271,50,Female,5.2,6,9,2,0,LinkedIn,8
U22272,44,Other,2.1,7,7,2,5,YouTube,9
U22273,20,Male,8.6,3,8,7,2,YouTube,6
U22274,43,Male,3.9,9,4,6,1,TikTok,9
U22275,43,Male,4.3,6,5,0,0,Instagram,9
U22276,38,Male,4.9,7,8,4,1,TikTok,10
U22277,28,Male,5.5,4,6,3,0,X (Twitter),8
U22278,40,Female,0.8,7,4,4,5,X (Twitter),10
U22279,35,Female,2.5,7,4,4,0,Facebook,9
U22280,23,Male,6.2,6,6,1,1,LinkedIn,8
U22281,46,Female,5.2,9,9,2,5,Facebook,9
U22282,31,Male,8.3,3,10,7,5,X (Twitter),7
U22283,42,Female,3.9,7,6,3,1,LinkedIn,10
U22284,34,Male,8.0,5,10,5,1,X (Twitter),6
U22285,46,Male,5.8,7,3,3,4,TikTok,10
U22286,18,Male,6.0,5,7,5,0,X (Twitter),4
U22287,20,Female,3.2,6,7,1,1,X (Twitter),8
U22288,31,Female,5.9,5,8,2,0,LinkedIn,9
U22289,35,Female,5.7,5,7,3,1,TikTok,8
U22290,36,Other,5.9,5,6,2,2,Instagram,8
U22291,48,Male,4.1,6,5,3,4,LinkedIn,8
U22292,21,Female,1.6,10,5,3,3,LinkedIn,10
U22293,37,Female,6.4,7,8,6,3,Facebook,10
U22294,44,Male,6.0,5,7,1,1,LinkedIn,10
U22295,39,Male,8.1,6,7,4,3,LinkedIn,6
U22296,17,Female,6.0,6,7,0,1,X (Twitter),9
U22297,25,Female,5.4,7,5,7,1,YouTube,7
U22298,32,Male,2.2,9,5,4,2,Facebook,9
U22299,34,Female,3.6,7,6,4,3,Facebook,10
U22300,26,Female,5.5,6,7,5,2,Facebook,7
U22301,16,Male,5.4,7,7,1,5,TikTok,10
U22302,27,Female,6.3,3,6,0,3,TikTok,5
U22303,21,Female,3.3,9,7,4,2,X (Twitter),10
U22304,49,Male,4.4,4,6,4,3,LinkedIn,9
U22305,29,Female,7.9,4,6,0,1,TikTok,8
U22306,18,Female,8.7,8,9,4,3,YouTube,10
U22307,47,Female,2.7,8,5,2,3,Facebook,9
U22308,40,Male,5.2,7,5,2,3,X (Twitter),8
U22309,32,Female,5.1,6,7,7,1,YouTube,10
U22310,34,Female,5.0,6,7,6,2,YouTube,10
U22311,23,Male,5.4,8,4,7,4,LinkedIn,10
U22312,43,Female,5.7,5,5,1,4,Facebook,8
U22313,43,Female,6.3,8,9,0,3,YouTube,7
U22314,29,Male,6.8,5,9,5,4,TikTok,7
U22315,27,Male,11.8,1,9,3,3,X (Twitter),4
U22316,38,Female,9.2,4,8,2,2,Facebook,6
U22317,26,Female,3.3,6,5,1,5,LinkedIn,7
U22318,33,Female,1.1,9,7,3,5,TikTok,9
U22319,39,Male,5.7,5,4,1,5,TikTok,10
U22320,38,Female,7.1,4,4,3,2,TikTok,8
U22321,45,Female,9.1,4,9,2,1,YouTube,3
U22322,44,Male,8.3,3,6,1,0,Instagram,7
U22323,17,Female,3.8,7,5,1,3,TikTok,10
U22324,47,Male,4.2,7,6,4,0,X (Twitter),10
U22325,39,Female,5.9,6,5,4,0,Instagram,10
U22326,28,Male,3.4,8,7,1,6,YouTube,5
U22327,34,Male,7.6,6,9,3,2,YouTube,9
U22328,43,Male,7.5,4,10,1,3,X (Twitter),5
U22329,46,Female,10.7,6,10,3,3,Instagram,4
U22330,27,Other,6.6,3,9,4,6,TikTok,4
U22331,23,Male,7.4,8,6,3,0,LinkedIn,7
U22332,40,Female,6.1,3,7,4,0,Facebook,7
U22333,27,Male,5.2,6,9,4,2,TikTok,8
U22334,32,Male,9.2,5,9,2,3,Instagram,6
U22335,46,Male,6.3,5,7,6,1,Facebook,9
U22336,47,Female,1.6,8,7,6,7,LinkedIn,9
U22337,23,Male,6.9,4,8,6,4,Facebook,8
U22338,41,Male,3.3,5,5,0,2,Facebook,10
U22339,17,Female,10.3,6,8,5,3,YouTube,10
U22340,48,Male,7.0,8,8,6,4,Facebook,9
U22341,20,Female,2.9,10,4,2,3,X (Twitter),9
U22342,28,Male,4.1,5,7,0,2,Instagram,10
U22343,36,Female,5.1,8,6,3,0,YouTube,10
U22344,29,Female,1.3,7,7,0,1,YouTube,10
U22345,20,Female,2.3,8,9,4,4,X (Twitter),10
U22346,24,Other,4.2,7,5,5,0,YouTube,7
U22347,32,Male,7.1,4,9,4,1,X (Twitter),8
U22348,33,Male,6.9,8,8,4,3,Instagram,5
U22349,45,Female,4.2,7,7,0,3,Facebook,9
U22350,22,Male,6.0,6,7,1,3,Instagram,8
U22351,45,Male,2.9,7,5,4,0,LinkedIn,9
U22352,38,Female,4.5,8,5,6,2,X (Twitter),10
U22353,47,Female,5.8,3,6,5,3,TikTok,7
U22354,26,Female,2.7,10,6,5,3,LinkedIn,10
U22355,17,Female,8.7,7,8,0,5,X (Twitter),6
U22356,18,Male,4.2,8,6,1,4,TikTok,9
U22357,49,Female,8.1,5,8,4,2,Facebook,8
U22358,49,Female,5.2,8,6,6,4,TikTok,8
U22359,41,Female,7.4,6,6,0,1,TikTok,9
U22360,21,Male,6.4,8,8,3,6,Instagram,8
U22361,46,Male,3.2,7,7,5,0,YouTube,5
U22362,24,Female,3.0,8,7,3,2,LinkedIn,6
U22363,32,Male,3.6,8,4,3,2,TikTok,10
U22364,21,Female,4.5,9,5,4,2,X (Twitter),10
U22365,47,Male,7.6,5,6,6,1,YouTube,9
U22366,36,Male,8.8,3,8,3,0,X (Twitter),6
U22367,31,Female,4.4,8,8,6,4,LinkedIn,9
U22368,22,Male,5.1,10,8,4,2,TikTok,9
U22369,39,Male,4.2,8,8,6,5,X (Twitter),8
U22370,18,Female,6.8,4,8,3,1,X (Twitter),7
U22371,15,Female,5.6,6,4,0,2,X (Twitter),9
U22372,31,Male,7.3,6,9,3,3,Instagram,9
U22373,29,Male,7.9,6,9,4,4,Facebook,7
U22374,44,Female,4.8,4,6,1,2,Facebook,10
U22375,34,Female,5.4,6,4,3,3,Facebook,10
U22376,35,Female,5.0,6,6,2,0,X (Twitter),7
U22377,15,Female,5.7,6,7,0,4,X (Twitter),9
U22378,16,Male,4.8,6,6,7,1,LinkedIn,9
U22379,43,Female,1.9,8,6,5,6,Instagram,9
U22380,34,Female,5.5,8,7,5,5,X (Twitter),7
U22381,22,Female,6.2,4,7,0,4,Facebook,5
U22382,20,Female,6.4,4,5,3,1,LinkedIn,8
U22383,18,Female,2.4,9,6,1,0,Instagram,8
U22384,24,Other,4.9,8,6,4,0,YouTube,8
U22385,35,Male,5.2,8,8,3,5,TikTok,9
U22386,19,Female,8.5,7,8,5,3,YouTube,10
U22387,34,Male,7.7,6,9,3,4,Instagram,8
U22388,33,Female,5.6,3,5,4,5,X (Twitter),10
U22389,15,Male,6.7,4,7,4,5,YouTube,5
U22390,33,Male,8.2,9,8,6,3,Instagram,6
U22391,33,Female,7.1,4,5,6,1,YouTube,8
U22392,50,Other,3.4,8,5,1,6,LinkedIn,9
U22393,31,Female,4.6,7,10,4,5,YouTube,6
U22394,39,Male,7.7,6,7,7,4,Instagram,8
U22395,41,Female,6.3,7,6,2,3,Instagram,8
U22396,23,Female,7.9,6,10,0,3,Instagram,5
U22397,30,Female,5.6,7,5,1,2,YouTube,10
U22398,37,Male,6.2,4,8,6,3,LinkedIn,7
U22399,21,Female,6.7,5,8,5,1,X (Twitter),5
U22400,24,Female,6.4,5,10,0,2,TikTok,6
U22401,40,Female,3.8,6,7,1,5,X (Twitter),10
U22402,41,Female,4.7,4,7,1,6,Facebook,9
U22403,41,Male,7.4,4,7,8,6,Instagram,6
U22404,45,Male,4.0,6,3,5,1,TikTok,10
U22405,43,Male,7.9,6,8,2,5,TikTok,5
U22406,47,Female,6.0,7,7,6,0,LinkedIn,9
U22407,45,Male,7.4,5,10,2,0,TikTok,6
U22408,22,Male,5.2,7,3,5,1,X (Twitter),10
U22409,34,Male,6.8,7,8,1,4,TikTok,9
U22410,51,Male,6.0,5,7,2,4,LinkedIn,6
U22411,27,Male,3.8,4,3,2,3,YouTube,9
U22412,27,Male,3.9,6,5,0,4,YouTube,10
U22413,21,Female,5.2,10,4,3,6,TikTok,7
U22414,25,Female,7.6,7,8,1,4,TikTok,8
U22415,42,Female,7.7,8,6,0,3,Instagram,10
U22416,23,Male,5.4,5,9,4,2,LinkedIn,5
U22417,28,Male,4.6,7,3,5,3,X (Twitter),10
U22418,27,Male,6.4,5,9,4,4,Facebook,8
U22419,28,Male,5.8,7,6,1,1,Instagram,9
U22420,17,Other,6.3,6,8,5,4,TikTok,5
U22421,31,Female,5.4,6,3,2,3,X (Twitter),10
U22422,40,Female,6.8,6,7,2,0,TikTok,8
U22423,46,Male,5.5,7,8,5,5,YouTube,7
U22424,46,Female,7.4,7,8,4,2,X (Twitter),9
U22425,20,Male,2.3,9,1,2,0,LinkedIn,9
U22426,23,Female,7.5,7,8,2,2,TikTok,5
U22427,42,Other,5.9,6,7,3,1,YouTube,10
U22428,21,Male,5.1,5,7,1,3,Instagram,7
U22429,37,Other,1.2,8,7,2,3,X (Twitter),10
U22430,49,Male,3.8,7,4,0,0,X (Twitter),10
U22431,50,Male,4.9,4,9,7,4,YouTube,6
U22432,27,Male,4.5,9,6,7,4,Facebook,9
U22433,34,Female,4.8,8,6,6,2,YouTube,9
U22434,48,Female,7.5,4,6,2,3,TikTok,8
U22435,29,Male,4.5,6,4,1,5,YouTube,8
U22436,39,Female,8.7,5,7,4,3,TikTok,5
U22437,31,Female,2.2,9,8,5,1,LinkedIn,7
U22438,23,Other,5.6,6,6,6,1,YouTube,9
U22439,39,Other,5.0,7,8,3,0,YouTube,10
U22440,40,Male,8.6,4,6,2,2,LinkedIn,8
U22441,48,Female,7.0,5,7,2,5,TikTok,9
U22442,24,Female,6.8,4,9,0,4,Facebook,6
U22443,34,Female,4.7,5,7,8,2,YouTube,10
U22444,30,Female,3.4,7,6,3,6,TikTok,10
U22445,17,Male,7.1,5,7,5,4,YouTube,6
U22446,37,Other,4.7,5,5,3,1,Instagram,10
U22447,22,Male,3.2,8,6,3,2,Facebook,10
U22448,39,Female,7.2,5,8,0,1,Facebook,8
U22449,30,Male,7.4,5,9,2,4,Facebook,6
U22450,40,Female,7.4,8,6,2,3,LinkedIn,9
U22451,42,Female,5.9,9,5,7,4,TikTok,9
U22452,41,Male,3.4,9,5,1,2,TikTok,8
U22453,39,Female,2.1,8,3,0,0,Facebook,10
U22454,24,Male,4.4,8,8,5,2,Instagram,10
U22455,41,Male,6.1,5,6,10,3,LinkedIn,6
U22456,45,Male,0.7,10,5,6,0,Facebook,10
U22457,44,Female,6.8,7,7,3,3,YouTube,10
U22458,35,Female,5.9,5,8,2,3,LinkedIn,6
U22459,42,Female,6.1,5,7,0,3,Instagram,9
U22460,20,Male,2.3,9,4,7,0,TikTok,10
U22461,43,Female,5.7,7,6,3,1,Facebook,9
U22462,39,Male,7.2,5,8,0,2,YouTube,10
U22463,23,Male,2.8,10,5,9,6,X (Twitter),10
U22464,31,Female,4.2,5,6,0,1,LinkedIn,10
U22465,26,Male,3.9,7,5,2,2,Instagram,10
U22466,24,Female,7.8,4,8,2,0,TikTok,5
U22467,21,Female,2.5,8,3,2,4,TikTok,10
U22468,16,Male,4.6,5,8,1,4,YouTube,8
U22469,31,Female,6.5,5,5,0,0,X (Twitter),8
U22470,38,Female,4.3,7,4,2,3,TikTok,10
U22471,31,Female,5.8,8,7,1,1,LinkedIn,9
U22472,36,Male,2.1,7,7,0,0,LinkedIn,7
U22473,19,Female,5.6,4,4,4,4,LinkedIn,9
U22474,20,Female,3.3,8,3,3,4,TikTok,9
U22475,17,Female,4.2,6,5,4,5,TikTok,10
U22476,43,Male,4.9,8,2,6,3,TikTok,8
U22477,29,Male,3.3,8,6,2,2,TikTok,10
U22478,19,Female,6.3,2,5,3,3,X (Twitter),6
U22479,50,Male,7.9,3,10,4,4,X (Twitter),8
U22480,43,Female,5.1,6,7,3,2,LinkedIn,10
U22481,37,Male,2.7,5,8,2,2,LinkedIn,8
U22482,13,Male,3.4,9,5,5,0,X (Twitter),10
U22483,27,Male,3.6,7,6,6,4,Facebook,10
U22484,18,Male,4.7,6,6,2,3,TikTok,10
U22485,20,Male,9.6,5,8,6,6,Instagram,9
U22486,41,Male,5.9,4,8,6,3,LinkedIn,6
U22487,21,Male,5.4,7,6,3,5,X (Twitter),9
U22488,27,Female,3.0,10,4,4,1,LinkedIn,9
U22489,21,Male,2.3,8,4,5,3,Facebook,10
U22490,44,Female,7.0,7,7,2,1,Instagram,10
U22491,15,Male,9.6,5,8,0,0,YouTube,7
U22492,38,Female,1.9,9,4,5,2,LinkedIn,9
U22493,30,Male,5.9,4,8,2,5,TikTok,4
U22494,17,Male,3.9,9,7,3,2,TikTok,10
U22495,47,Male,4.0,4,5,1,4,LinkedIn,8
U22496,34,Female,1.2,9,8,3,3,LinkedIn,9
U22497,49,Male,4.5,5,5,1,5,LinkedIn,7
U22498,41,Male,7.2,5,10,6,3,LinkedIn,7
U22499,40,Female,6.6,5,8,1,1,Instagram,8
U22500,31,Female,4.9,7,7,3,0,YouTube,8
U22501,19,Male,3.5,6,5,6,1,X (Twitter),9
U22502,19,Male,4.7,8,4,2,1,X (Twitter),9
U22503,39,Male,4.9,6,5,2,0,YouTube,10
U22504,50,Female,6.5,6,7,2,2,LinkedIn,7
U22505,47,Female,6.6,5,7,2,2,TikTok,8
U22506,43,Male,7.7,7,5,5,1,X (Twitter),7
U22507,23,Male,1.7,10,4,2,3,YouTube,9
U22508,45,Other,3.6,9,7,5,5,YouTube,9
U22509,47,Female,5.9,4,9,6,1,X (Twitter),9
U22510,41,Female,5.2,6,8,4,4,TikTok,9
U22511,35,Female,9.8,3,6,0,4,Facebook,9
U22512,26,Male,0.5,10,2,4,2,Instagram,10
U22513,39,Female,5.4,7,10,0,0,Facebook,6
U22514,40,Male,7.4,4,7,2,6,TikTok,10
U22515,16,Female,5.6,5,8,8,1,Facebook,6
U22516,24,Male,4.6,9,8,1,1,Facebook,10
U22517,19,Male,1.2,10,2,1,1,X (Twitter),10
U22518,23,Female,4.5,4,6,7,1,LinkedIn,8
U22519,42,Female,6.4,6,7,4,4,LinkedIn,6
U22520,32,Male,6.4,5,7,6,0,Facebook,7
U22521,46,Female,5.0,5,5,2,2,YouTube,10
U22522,24,Female,4.1,6,5,1,6,Instagram,8
U22523,29,Other,5.0,7,8,5,4,LinkedIn,7
U22524,39,Female,6.6,3,6,4,0,Instagram,9
U22525,18,Male,1.3,8,3,0,0,LinkedIn,10
U22526,31,Male,8.3,4,6,1,3,Instagram,6
U22527,40,Male,6.1,8,6,1,2,YouTube,9
U22528,24,Male,6.4,6,7,5,1,LinkedIn,10
U22529,25,Male,7.8,5,9,3,1,X (Twitter),8
U22530,38,Male,2.5,8,3,5,3,Facebook,10
U22531,47,Female,8.1,5,7,4,2,X (Twitter),10
U22532,48,Male,5.7,4,8,6,1,YouTube,7
U22533,19,Male,6.8,5,9,0,0,YouTube,7
U22534,25,Male,6.9,4,10,6,3,Facebook,9
U22535,18,Male,8.5,6,10,2,4,Instagram,6
U22536,38,Male,3.2,9,7,0,4,TikTok,8
U22537,46,Male,5.0,6,4,2,2,TikTok,10
U22538,25,Male,6.0,3,9,7,3,LinkedIn,3
U22539,25,Male,6.6,7,9,2,1,TikTok,7
U22540,42,Female,7.7,5,8,1,1,LinkedIn,5
U22541,22,Male,4.6,7,5,1,2,YouTube,7
U22542,26,Male,4.3,6,5,6,4,LinkedIn,10
U22543,28,Female,5.4,7,5,3,1,LinkedIn,10
U22544,21,Male,9.6,6,7,6,3,Instagram,5
U22545,28,Male,3.8,8,8,4,5,TikTok,8
U22546,21,Other,7.6,5,10,6,2,LinkedIn,7
U22547,23,Male,5.2,5,5,4,0,X (Twitter),10
U22548,25,Male,5.2,10,7,7,0,X (Twitter),8
U22549,22,Male,4.5,8,6,5,2,X (Twitter),9
U22550,49,Female,6.1,3,10,3,2,LinkedIn,8
U22551,46,Female,7.9,3,8,3,2,LinkedIn,8
U22552,28,Female,7.8,5,8,1,4,Facebook,8
U22553,40,Other,3.3,7,6,3,0,YouTube,9
U22554,17,Male,2.7,9,5,1,3,Instagram,10
U22555,28,Female,2.1,9,4,3,3,LinkedIn,9
U22556,20,Female,6.9,6,9,1,6,X (Twitter),7
U22557,33,Female,6.5,7,5,2,4,LinkedIn,8
U22558,16,Female,5.0,7,6,0,2,X (Twitter),8
U22559,28,Male,4.6,6,5,0,0,X (Twitter),7
U22560,17,Male,7.9,6,10,4,4,YouTube,3
U22561,17,Female,7.9,3,10,5,1,LinkedIn,5
U22562,31,Male,6.1,5,4,4,0,X (Twitter),9
U22563,22,Male,7.7,5,10,5,0,YouTube,3
U22564,39,Male,6.7,9,10,5,6,X (Twitter),9
U22565,18,Female,5.8,8,6,0,0,Facebook,9
U22566,39,Male,9.3,3,7,4,3,TikTok,9
U22567,40,Other,8.4,10,5,0,2,LinkedIn,9
U22568,38,Female,4.8,9,7,3,2,YouTube,10
U22569,18,Male,4.4,6,8,3,3,TikTok,10
U22570,36,Male,5.7,8,7,3,5,TikTok,8
U22571,40,Male,5.8,2,5,2,7,TikTok,10
U22572,47,Female,8.4,5,8,4,1,X (Twitter),8
U22573,31,Male,3.4,8,5,4,2,Instagram,8
U22574,21,Female,3.5,7,6,2,3,X (Twitter),10
U22575,35,Male,5.9,6,6,4,0,Instagram,9
U22576,49,Female,7.8,4,8,4,6,YouTube,6
U22577,38,Female,7.6,3,8,1,2,TikTok,5
U22578,36,Female,3.4,9,6,3,0,YouTube,8
U22579,21,Female,7.6,5,10,1,3,Instagram,5
U22580,36,Female,2.3,8,4,5,1,Facebook,10
U22581,39,Male,3.0,9,6,1,3,TikTok,8
U22582,33,Male,8.0,4,7,1,3,Instagram,5
U22583,36,Female,8.7,2,9,3,0,X (Twitter),8
U22584,37,Male,9.2,6,8,4,2,X (Twitter),9
U22585,30,Female,5.5,9,5,0,3,LinkedIn,10
U22586,23,Male,4.5,9,4,8,7,X (Twitter),9
U22587,25,Female,4.7,8,8,4,1,LinkedIn,10
U22588,38,Male,5.4,8,8,5,4,X (Twitter),8
U22589,30,Male,7.5,6,7,4,2,Facebook,7
U22590,41,Male,6.1,3,10,3,1,X (Twitter),6
U22591,19,Female,5.3,8,6,5,3,YouTube,6
U22592,43,Female,4.8,9,6,5,1,TikTok,9
U22593,21,Male,5.9,6,8,3,2,Instagram,8
U22594,22,Female,9.6,4,9,2,2,Facebook,8
U22595,26,Male,8.8,5,6,0,4,TikTok,7
U22596,20,Female,1.6,7,5,5,5,X (Twitter),9
U22597,28,Male,3.2,10,7,5,4,Facebook,10
U22598,38,Male,5.4,8,7,0,4,TikTok,8
U22599,41,Female,8.5,6,8,4,4,TikTok,8
U22600,32,Male,8.6,5,10,2,4,Instagram,8
U22601,50,Male,6.6,5,5,2,3,LinkedIn,8
U22602,19,Female,6.8,8,6,0,2,Facebook,7
U22603,19,Male,7.6,3,8,5,1,YouTube,4
U22604,18,Female,7.1,6,8,6,0,X (Twitter),6
U22605,41,Male,4.5,6,6,6,1,TikTok,10
U22606,23,Male,5.1,6,8,5,1,X (Twitter),9
U22607,40,Male,4.2,9,8,0,4,X (Twitter),7
U22608,26,Male,7.1,7,7,2,3,Facebook,10
U22609,25,Female,2.2,8,5,5,4,X (Twitter),10
U22610,48,Male,3.0,7,4,5,4,YouTube,9
U22611,32,Female,5.3,5,9,0,4,LinkedIn,6
U22612,43,Female,5.6,6,4,3,3,LinkedIn,6
U22613,41,Male,3.6,6,8,1,4,YouTube,10
U22614,35,Female,7.7,4,8,0,5,Facebook,9
U22615,41,Female,4.4,4,7,2,0,TikTok,10
U22616,36,Female,5.8,7,7,6,0,YouTube,10
